college_name,link,college_type,facilities,contact_no,Email_id,Website,address 
"DnyangangaInstituteofCareerEmpowermentandResearch(DICERPUNE),pune",https://www.collegedekho.com/colleges/dnyanganga-institute-of-career-empowerment-research,Private, AV Lab   Auditorium   Boys Hostel   Canteen   Computer Lab   Cultural zone   Planning lab   Gym   Mess   Theatre   Library   Medical Facilities   Cls. Room   Sports   Grounds   Practical Labs   Residential Institute   Residential Faculty Zone   Trans.   WiFi  , 67206031,info.dicer@zealeducation.com,http://zealdicer.in,"[' Survey No. 39, Narhegaon, Taluka - Haveli, \r\nPune (Maharashtra) - 411041']"
"MAEER'sMITSchoolofEducation&Research(MITSER),pune",https://www.collegedekho.com/colleges/vishwashanti-gurukul-teachers-training-academy,Private, Boys Hostel   Canteen   Library   WiFi  ,  39210120,drasawaribhave@mitsoe.org,http://www.mitsoer.edu.in,"['Solapur Highway, Haveli, Pune , Pune Maharastra']"
"VishwakarmaInstituteOfInformationTechnology(VIIT),pune",https://www.collegedekho.com/colleges/viit-pune,Private, Academic Zone   ATM   Boys Hostel   Canteen   Computer Lab   Education Festival   Girls Hostel   Library   Cls. Room   Sports   Grounds   Trans.   WiFi   Workshops  ,   ,prinviit@viit.ac.in,http://www.viit.ac.in,"['Vishwakarma Institute Of Information Technology Survey No. 3/4', ' Kondhwa (Budruk) Pune – 411048', ' Maharashtra (India)']"
"SymbiosisSchoolofBiomedicalSciences(SSBS),pune",https://www.collegedekho.com/colleges/ssbs,Private, Academic Zone   A/C   Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Convo. Hall   Counselling   Mess   Library   Medical Facilities   Cls. Room   Placement   Sports   Grounds   Swimming Pool   Trans.   WiFi  ,020-39116496,info@ssbs.edu.in,http://ssbs.edu.in/,"['Symbiosis Knowledge Village, Gram- Lavale, Taluka- Mulshi, Pune-412115, Maharashtra, India']"
"SymbiosisCenterforManagementStudies(SCMS),pune",https://www.collegedekho.com/colleges/scms-pune-2,Private, Academic Zone   A/C   AV Lab   Auditorium   ATM   Canteen   Computer Lab   Convo. Hall   Fest   Girls Hostel   Gym   Theatre   Library   Medical Facilities   Cls. Room   Music   Placement   Sports   Grounds   Residential Institute   Trans.   WiFi  ,+91-20-26634531/33,queries@scmsug.ac.in,http://www.scmspune.ac.in/,"['Survey # 231', ' Near Lunkad Gold Coast', ' Viman Nagar', ' Pune-411014', ' Maharashtra', ' India']"
"SWAMINARAYANPHARMACYCOLLEGE(SPC),pune",https://www.collegedekho.com/colleges/bnb-swaminarayan-pharmacy-college,Private, Counselling   Hospital   Library   Medical Facilities   Cls. Room   Placement   Residential Faculty Zone   Trans.   WiFi  ,  ,info@bnbspcollege.org,http://bnbspcollege.org/,['Pharmacy College\r\nAmbegaon Budruk\r\nMaharashtra 411041\r\n']
"SynergyInstituteofAdvancedManagement(SIAMPUNE),pune",https://www.collegedekho.com/colleges/synergy-institute-of-management,Private, CSC   Counselling   Fest   Digi sign   Planning lab   Free Laptop   Guest house   Gym   Gymkhana   Hospital   Mess   Theatre  , 24497130,,http://synergy-pune.com/index.php,"['1785, Sadashiv Peth, Near Pune Vidyarthi Griha,Khajina Vihir Chowk,Off. Tilak Road, Pune - 411 030. Maharashtra - India']"
"SymbiosisSchoolofPhotography(SSP),pune",https://www.collegedekho.com/colleges/symbiosis-school-of-photography,Private, Math Lab   Academic Zone   A/C   Auditorium   ATM   Computer Lab   CSC   Counselling   Fest   Cultural zone   Digi sign   Education Festival   Planning lab   Free Laptop   Guest house   Gym   Hospital   Mess  , 39116128,enquiry@ssp.ac.in,http://www.ssp.ac.in/about.html,"['Symbiosis School of Photography, Symbiosis International University Knowledge Village,At post Lavale, ']"
"VidyaPratishthan'sCollegeofEngineering(VPCOEBARAMATI),pune",https://www.collegedekho.com/colleges/vpcoe-baramati,Private, Boys Hostel   Canteen   Computer Lab   Library   Medical Facilities   Cls. Room   Placement   Sports   Grounds   Practical Labs   Residential Institute   Residential Faculty Zone   Trans.   WiFi  ,+91-2112- ,principal@vpcoe.org,http://www.vpcoe.org,"['Vidya Pratishthan’s, 18°10\'31.6""N 74°36\'53.3""E\r\nCollege of Engineering, Baramati \r\nVidyanagari, Bhigwan Road, \r\nBaramati, Dist. Pune – 413 133, MAH, India ']"
"VidyaPratishthansCommerce&ScienceCollege(VPCSC),pune",https://www.collegedekho.com/colleges/vpcsc-indapur,Private, Canteen   Computer Lab   Cultural zone   Library   Medical Facilities   Cls. Room   Sports   Grounds   Practical Labs   Trans.   WiFi  ,02111-225601,principal@vpcscindapur.org,http://www.vpcscindapur.org,"['Vidya Pratishthans Commerce & Science College\r\nVidyanagari,  Indapur,\r\nDist-Pune—413 106.']"
"VidyaBhavanCollegeofCommerce(VBCC),pune",https://www.collegedekho.com/colleges/vidya-bhavan-college-of-commerce,Private, Math Lab   Boys Hostel   Canteen   Computer Lab   Gym   Library   Medical Facilities   Cls. Room   Music  ,091-20-26877180,vbhavan148@gmail.com,http://www.vbccedu.com,"['Vidya Bhavan College of commerce\r\n20, Solapur Road,\r\nPune-411013. India']"
"St.VincentCollegeOfCommerce(SVCC),pune",https://www.collegedekho.com/colleges/st-vincent-college-of-commerce,Private, Math Lab   Library   Cls. Room  ,020-26351162,stvincent2004@gmail.com,http://svcpune.com,"['2004, St. Vincent Street, \r\nPune – 411001\r\nIndia']"
"SSMLawCollege(SSMLC),pune",https://www.collegedekho.com/colleges/shri-shivaji-maratha-societys-law-college-pune,Private, Computer Lab   Library   Cls. Room   Sports   Trans.   WiFi   Seminar Hall   Power Backup   Hostel  ,+91-20-24434024 24431144,ssmslawpune@yahoo.com,http://www.ssmslawpune.com,"425, Shukrawar Peth, Pune u2013 411002.Maharashtra, India"
"SamajbhushanGanpatraoKalbhorArts,Commerce&ScienceCollege(SGKACSC),pune",https://www.collegedekho.com/colleges/samajbhushan-ganpatrao-kalbhor-arts-commerce-science-college,Private, Library   Medical Facilities   Cls. Room   Sports   Grounds  ,020-26913846,sgkcollege@gmail.com,http://sgkcollege.com,"['A/P- Loni Kalbhor, Tal-Haveli, \r\nDist-Pune. -412201,(Maharashtra) INDIA.']"
"SynergySchoolofCommerce(SSCPUNE),pune",https://www.collegedekho.com/colleges/synergy-pune,Private,College TypePrivateEstablished In2005Courses Offered3 ,   ,directorsiam@synergy-pune.com,http://www.synergy-pune.com/,"['1785, Sadashiv Peth, \r\nNear Pune Vidyarthi Griha,\r\nKhajina Vihir Chowk,\r\nOff. Tilak Road, \r\nPune - 411 030. \r\nMaharashtra - India']"
"SudarshanCollegeOfManagementAndResearch(SCMR),pune",https://www.collegedekho.com/colleges/sudarshan-college-of-management-and-research,Private, Boys Hostel   Canteen   Computer Lab   Library   Medical Facilities   Cls. Room   Sports  ,02065293506,president@scmrpune.com,http://www.scmrpune.com,"['Office No.62-65, 4th Floor, A Wing, K.K.Market, Dhankawadi, Pune-411043']"
"JayawantInstituteofComputerApplications(JICA),pune",https://www.collegedekho.com/colleges/jayawant-institute-of-computer-applications,Private, Academic Zone   Auditorium   Computer Lab   Library   Cls. Room   Placement  ,91-20-22932601,ajay19_61@rediffmail.com,http://jspm.edu.in/jica/,"['Sr. No.80, Pune Mumbai Bypass Highway, Tathawade, Pune-411033']"
"Smt.KashibaiNavaleCollegeofEngineering(SKNCE),pune",https://www.collegedekho.com/colleges/smt-kashibai-navale-college-of-engineering,Private, Academic Zone   Boys Hostel   Canteen   Counselling   Cultural zone   Girls Hostel   Guest house   Gym   Mess   Library   Medical Facilities   Cls. Room   Placement   Sports   Grounds   Residential Faculty Zone   Trans.   WiFi  ,  24354938,ksborgave.skncoe@sinhgad.edu,http://cms.sinhgad.edu/sinhgad_engineering_institutes/skncoe_vadgaon/institute_details.aspx,"[""Sinhgad Institutes'sSMT. KASHIBAI NAVALE COLLEGE OF ENGINEERINGSURVEY NO. 44/1"", ' OFF SINHGAD ROAD', 'VADGAON BK. PUNE', ' MAHARASHTRA', ' 411041']"
"Smt.KashibaiNavaleCollegeofPhysiotherapy(SKNCP),pune",https://www.collegedekho.com/colleges/smt-kashibai-navale-college-of-physiotherapy,Private,College TypePrivateEstablished In2007Courses Offered18 ,(020)24106184,dean@sknmcgh.org,http://www.sknmcgh.org/physiotherapy.php,"['S.No. 49/1, Narhe, Off Mumbai - Pune Bypass, Pune - 411 041.']"
"SharadchandraPawarInstituteofManagement(SPIOM),pune",https://www.collegedekho.com/colleges/sharadchandra-pawar-institute-of-management,Private, Auditorium   Canteen   Computer Lab   Girls Hostel   Gym   Library   Medical Facilities   Cls. Room   Music   Placement   Sports   Cafeteria   ,,enquiry@spiom.in,http://spiom.in,"['At Dumberwadi (Otur),\r\nTal. Junner, Dist. Pune - 412409']"
"ShriChhatrapatiSambhajiShikshanSansthasSitabaiThiteCollegeofPharmacy(SCSSSSTCP),pune",https://www.collegedekho.com/colleges/sitabai-thite-college-of-pharmacy,Private, Academic Zone   Boys Hostel   Canteen   Computer Lab   Hospital   Library   Medical Facilities   Placement   Residential Institute   Residential Zone   Residential Faculty Zone  ,02138-222680,principalstcop@gmail.com,http://stcopshirur.com,"['Shirur, Pune Maharashtra India']"
"ShreeRamchandraEducationSociety'sShreeRamchandraCollegeofEngineering(SREC),pune",https://www.collegedekho.com/colleges/shree-ramchandra-education-societys-shree-ramchandra-college-of-engineering,Private, Math Lab   Boys Hostel   Canteen   Computer Lab   Library   Medical Facilities   Cls. Room   Music   Placement   WiFi  ,,srcoepune@gmail.com,http://www.srespune.org,"[' Pune - Nagar Road,behind BJS College,\r\nWagoli,Pune 412216']"
"BalajiLawCollege(BLC),pune",https://www.collegedekho.com/colleges/balaji-law-college,Private, Canteen   Computer Lab   Library   Seminar Hall  , 67084033,info@balajilaw.com,http://www.balajilaw.com,"Aundh - Ravet Road,Thathawade Pune Maharasta India"
"AyodhyaCharitableTrustsCollegeofSpecialEducation(ACTCSE),pune",https://www.collegedekho.com/colleges/ayodhya-charitable-trusts-college-of-special-education,Private, Boys Hostel   Canteen   Computer Lab   Cultural zone   Library   Medical Facilities   Cls. Room   Sports   Grounds   Practical Labs   Residential Institute   Residential Faculty Zone   Trans.   WiFi  , 26855460,ayodhyatrust@gmail.com,http://www.ayodhyatrustpune.com/rci.html,"['Ayodhya Charitable Trust \r\n51/2 Vikas Nagar,\r\nNear SRPF Gate No - 2,\r\nWanwadi, Pune 411040 ']"
"BabasahebNaikEngineeringCollege(BNEC),pune",https://www.collegedekho.com/colleges/babasaheb-naik-college-of-engineering-pusad,Private, Math Lab   Boys Hostel   Canteen   Computer Lab   Library   Medical Facilities   Cls. Room   Music   Placement   Sports   Grounds   WiFi  ,  ,principal@bncoepusad.ac.in,http://www.bncoepusad.ac.in,"['BABASAHEB NAIK COLLEGE OF ENGINEERING, PUSAD-445215\r\nDIST YAVATMAL(MAHARASHTRA)']"
"BalajiCollegeofArts,Commerce&Science(BSACC),pune",https://www.collegedekho.com/colleges/balaji-college-of-arts-commerce-science,Private, Auditorium   Computer Lab   Gym   Library   Medical Facilities   Cls. Room   Sports   Cafeteria    Laboratories   Hostel  ,020-67084050,admissions@bcacspune.com,http://www.bcacspune.com/,"['Balaji College of Arts, Commerce & Science\r\nDange Chowk, Aundh-Ravet Road, Tathawade,  Survey No. 3/1+4, Pune 411033, Maharashtra (India)']"
"GovernmentCollegeofEngineeringandResearch(GCER),pune",https://www.collegedekho.com/colleges/government-college-of-engineering-avasari,Government, Academic Zone   Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Girls Hostel   Guest house   Gym   Mess   Library   Medical Facilities   Cls. Room   Placement   Sports   Grounds   Residential Faculty Zone   Trans.   WiFi   Cafeteria    Laboratories   Hostel  ,02133-230582,gcoeara@gmail.com,http://www.gcoeara.ac.in,"Government College of Engineering & Research Avasari - Khurd, Taluka - Ambegaon, District - Pune, 412405"
"SinhgadInstituteofManagement(SIOM),pune",https://www.collegedekho.com/colleges/sinhgad-institute-of-management,Private, Academic Zone   A/C   AV Lab   Auditorium   Boys Hostel   Canteen   Computer Lab   Gymkhana   Mess   Library   Medical Facilities   Cls. Room   Placement   Sports   Trans.   WiFi   Seminar Hall  ,9850983273,director_siom@sinhgad.edu,http://www.sinhgad.edu/SinhgadManagementInstitutes/,"S. No. 44/1, Vadgaon (Bk.) , Off. Sinhgad Road, Pune, Maharashtra, India - 411 041"
"ProgressiveEducationSociety'sModernCollegeofEngineering(PESMCE),pune",https://www.collegedekho.com/colleges/modern-college-of-engineering-pune,Private, A/C   Auditorium   Canteen   Computer Lab   Gym   Gymkhana   Library   Medical Facilities   Cls. Room   Sports   Cafeteria    Laboratories   Hostel  ,+91-020-25533638 +91-020-25533648.,pesmcoe@moderncoe.edu.in,http://www.moderncoe.edu.in,"1186/A, Off J.M. Road, Shivajinagar, Pune, Maharashtra"
"Dr.D.Y.PatilCentreForManagementandResearch(DYPCMR),pune",https://www.collegedekho.com/colleges/dr-dy-patil-centre-for-management-and-research,Private, Math Lab   Academic Zone   A/C   AV Lab   Auditorium   ATM   Boys Hostel   Canteen   Counselling   Theatre   Library   Medical Facilities   Cls. Room   Music   Placement   WiFi  ,020-65111156,admissions@dypatilmba.com,http://www.dypatilmba.com/aboutinstitute.php,"['Dr. D.Y.Patil Centre for Management and Research\r\nGate No.1029, 1030, Newale Vasti,Next to Thermax Square,Near Spine Road,\r\nAkurdi-Chikhali road, Pune , Maharashtra-412114']"
"PravaraCentreForManagementResearch&Development(PCMRDPUNE),pune",https://www.collegedekho.com/colleges/pcmrd-pune,Private, A/C   Boys Hostel   Computer Lab   Library   Trans.   WiFi  ,02025651104,contact@pcmrd.org,http://www.pcmrd.org,"['Off Senapati Bapat Road,Near Patrakar Nagar,Pune - 411 016,Maharashtra (India)']"
"S.N.G.InstituteofManagement&Research(SNG),pune",https://www.collegedekho.com/colleges/snginstitute-of-management-research-maharashtra,Private, Auditorium   Computer Lab   Library   Medical Facilities   Cls. Room   Placement   WiFi  ,02133272212,sngimr@gmail.com,http://www.sngimr.com/,"['Rajgurunagar-Peth', ' NH 50', ' Maharashtra 410505']"
"RajarambapuInstituteofBusinessManagement(RIBM),pune",https://www.collegedekho.com/colleges/ribm,Private, Academic Zone   A/C   AV Lab   Auditorium   ATM   Boys Hostel   Canteen   Theatre   Library   Medical Facilities   Cls. Room   Placement   WiFi  ,020-24376075,mail.ribmpune@gmail.com,http://bcud.unipune.ac.in/utilities/college_search/IMMP013210_ENG/Pune_University_College,['Ambegaon Bk Pune 411046 Ta: Haweli(excluding Corporation Area) Dist: Pune Pincode: 411046']
"IndianInstituteofCostandManagementStudiesandResearch(IND),pune",https://www.collegedekho.com/colleges/indian-institute-of-cost-and-management-studies-research,Private, Auditorium   Canteen   Computer Lab   Gym   Library   Medical Facilities   Cls. Room   Placement   Sports   Cafeteria    Laboratories   Hostel  , 64732006,search@indsearch.org,http://www.indsearch.org,"['S.No. 37/2/2/4, \r\nBavdhan Khurd, Pune-411021']"
"MaharashtraJainSanskritikInstituteofManagementSocialSciencesandResearch(IMSSR),pune",https://www.collegedekho.com/colleges/imssr,Private, A/C   Canteen   Computer Lab   Library   Cls. Room   Sports   Trans.   WiFi  , 24476257,imssrpune@sify.com,http://imssr.in,"['M.J.S. MANDAL’S\r\n1165, Sadashiv Peth, Tilak Road, Pune 411030']"
"TheGlobalTradeAcademy(GTAPUNE),pune",https://www.collegedekho.com/colleges/the-global-trade-academy,Private,College TypePrivateCourses Offered9 ,    ,info@tgtacareers.com,http://www.tgtacareers.com,"['1st Floor, 1233, Sai Chaya, Apte Road, Deccan, \r\nOpp. Kohinoor Executive Hotel,\r\nAbove IDBI Bank ATM, \r\nPune  411 004']"
"SAMVITSchoolofInfrastructureBusiness(SSIB),pune",https://www.collegedekho.com/colleges/samvit-school-of-infrastructure-business,Private, Academic Zone   A/C   Auditorium   Canteen   Computer Lab   CSC   Gym   Library   Medical Facilities   Cls. Room   Sports   WiFi   Cafeteria    Laboratories   Hostel  , 65602226,info@samvitinfra.edu.in,http://www.samvitinfra.edu.in/,"['24/4, Opp. Patel Tiles, Shivaji Nagar,\r\nFurther down Hotel Pride,\r\nBehind Shivaji Nagar Bus Stand\r\nPune 411005']"
"M.T.E.SocietyDhondumamaSatheHomeopathicMedicalCollege(MTESDSHMC),pune",https://www.collegedekho.com/colleges/dhondumama-sathe-homeopathic-medical-college,Private, Boys Hostel   Computer Lab   Counselling   Library   Medical Facilities   Cls. Room   Placement   Sports   WiFi  ,+91-20-25437997,puneoffice@mtespune.org,http://www.mtespune.org/dsmeci.html,"['F. P. No.23, Off Karve Road, Erandwane, Pune 411 004.']"
"ShivneriInstituteOfBusinessManagement(SIBM),pune",https://www.collegedekho.com/colleges/shivneri-institute-of-business-management,Private, Academic Zone   Auditorium   Boys Hostel   Canteen   Computer Lab   Gym   Theatre   Library   Medical Facilities   Cls. Room   Sports   Trans.   Cafeteria    Hostel  ,02025456382,sibm@shivneri.ac.in,http://www.shivneri.ac.in/,"Shivneri Foundation's, Shivneri Institute of Business Management, A/p. Khanapur, Junnar, Pune-410502, Maharashtra, India"
"S.B.PatilInstituteofManagement(SBPIM),pune",https://www.collegedekho.com/colleges/s-b-patil-institute-of-management,Private, Math Lab   Academic Zone   A/C   AV Lab   Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   CSC   Girls Hostel   Gym   Gymkhana   Theatre   Library   Medical Facilities   Cls. Room   Placement   Sports   Trans.   WiFi   Seminar Hall   Cafeteria    Hostel   E-Classroom  ,020-27656900 9552511041,sbpatilmba@gmail.com,http://www.sbpatilmba.com/,"S. B. Patil Institute of Management, Sector No. 26, Near Akurdi Railway Station, Pradhikaran, Nigdi, Pune - 411 044"
pune,https://www.collegedekho.com/colleges/pvg-pune,Private, Boys Hostel   Canteen   Computer Lab   Theatre   Library   Medical Facilities   Cls. Room   Placement   WiFi  ,+91-020-24223232 +91-9923354273,vandanagote1@gmail.com,http://www.pvgmba.com/,"['44, Vidyanagari, \r\nShivdarshan, Parvati,\r\nPune - 411009 Maharashtra - INDIA ']"
"SadhuVaswaniInstituteofManagementStudies(SVIMS),pune",https://www.collegedekho.com/colleges/sadhu-vaswani-institute-of-management-studies,Private, Canteen   Computer Lab   Counselling   Mess   Library   Medical Facilities   Cls. Room  ,   ,management.svimsat@gmail.com,http://www.sadhuvaswani.org/wordpress/?p=4607,"['6 Koregaon Road, PIN-411001']"
"ManikchandDhariwalInstituteofManagementandRuralTechnology(MDIMRT),pune",https://www.collegedekho.com/colleges/mdimrt-shirur,Private, Math Lab   Academic Zone   A/C   AV Lab   Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Library   Cls. Room   Placement   Sports   WiFi  ,  ,mdimrt@rediffmail.com,http://www.manikchandedu.org/,"['C T Bora College Campus, Shirur, Pune, Maharashtra, India.']"
"DnyangangaCollegeofEngineering&Research(DCOER),pune",https://www.collegedekho.com/colleges/dcoer,Private, Canteen   Computer Lab   Girls Hostel   Mess   Library   Trans.   WiFi  ,+91-20-67206000 +91-9527473157 +91-8793540892,zcoer@zealeducation.com,http://zcoer.in/zcoer/,"['Sr. No. 39, Narhe, Pune']"
"PadmashreeDr.D.Y.PatilInstituteofEngineeringandTechnology(PDDYPIET),pune",https://www.collegedekho.com/colleges/dy-patil-college-of-engineering,Private, Academic Zone   A/C   Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Girls Hostel   Guest house   Gym   Mess   Library   Medical Facilities   Cls. Room   Placement   Sports   Grounds   Residential Faculty Zone   Trans.   WiFi  ,  27421095,info.engg@dypvp.edu.in,http://engg.dypvp.edu.in,"['Sant Tukaram Nagar,\r\nPimpri, Pune 411018\r\nMaharashtra, India.']"
"BhivarabaiSawantCollegeofEngineeringandResearch(BSCER),pune",https://www.collegedekho.com/colleges/bhivarabai-sawant-college-of-engineering,Private, Boys Hostel   Canteen   Computer Lab   Gym   Library   Cls. Room   Placement   Sports   Grounds   Trans.   WiFi  ,02064703674,,http://tssm.in/index.php?s=degree,"['S.No.12/1/2 and 12/2/2, Narhe, New Pune-Banglore Highway  Near Sanas Crane (Near Takshashila Construction Site), Taluka –Haveli , Pune - 411041']"
"RajarshiShahuCollegeofPharmacy&Research(CNLU),pune",https://www.collegedekho.com/colleges/cnlu,Private, Canteen   Computer Lab   Mess   Library   Medical Facilities   Cls. Room   Placement   WiFi  ,+91-020-64102126,rscpr@jspm.edu.in,http://jspm.edu.in/rscpr/,"['Survey No.80, Pune-Mumbai Bypass Highway,\r\n(Katraj Dehu road Highway)\r\nTathawade, Pune- 411 033']"
"AdarshaShikshanMandalis(AdarshaComprehensiveCollegeOfEducationAndResearch)(ASM),pune",https://www.collegedekho.com/colleges/adarsha-comprehensive-college-of-education-and-research,Private, Canteen   Computer Lab   Counselling   Library   Cls. Room   Placement   Sports   Grounds  , 25433084,accer@asm.ac.in,http://www.asm.ac.in/accer/history.htm,"['47/16, Erandwane,\r\nOpp. Karve Telephone Exchange,\r\nNear Nal stop, Karve Road,\r\nPune – 411004']"
"AdhyapakMahavidyalaya(ADM),pune",https://www.collegedekho.com/colleges/adhyapak-mahavidyalaya,Private, Boys Hostel   Mess   Library   Cls. Room   Sports   Grounds   Trans.  ,  24370164,info@rdeducationpune.com,http://www.rdeducationpune.com,"['Opp. Dhankawadi Post Office, Pune-Satara Road,\r\nDhandawadi, Pune - 411 043']"
"JayawantInstituteofManagementStudies(JIMS),pune",https://www.collegedekho.com/colleges/jayawant-institute-of-management-studies-pune,Private, A/C   Canteen   Computer Lab   Convo. Hall   Library   Medical Facilities   Cls. Room   Placement   WiFi  , 64731454,jims@jspm.edu.in,http://jspm.edu.in/jims,"['Sr. No.80, Pune Mumbai Bypass Highway, Tathawade, Pune,Maharastra,India. ']"
"TilakCollegeofEducation(TCEPUNE),pune",https://www.collegedekho.com/colleges/tilak-college-of-education,Private, Boys Hostel   Computer Lab   Cls. Room   Placement  ,020-24332035,tilakcollege1941@vsnl.net,http://www.tilakcollegeofeducation.org/index.html,"['Tilak College Of Education\r\nS P College Campus, 1663/2, Sadashiv Peth, Tilak Road\r\nRukmini Sadan Society, Perugate, Sadashiv Peth\r\nPune, Maharashtra 411030']"
"NowrosjeeWadiaCollege,pune",https://www.collegedekho.com/colleges/nowrosjee-wadia-college,Private, Math Lab   Auditorium   Boys Hostel   Canteen   Computer Lab   Gymkhana   Mess   Library   Medical Facilities   Cls. Room   Music   Placement   Sports   Grounds   WiFi   Seminar Hall   Hostel  ,+91-020-26162944,principal@nowrosjeewadiacollege.edu.in,http://nowrosjeewadiacollege.edu.in,"['19', ' Late Prin. V. K. Joag Path', ' Pin - 411001', 'Pune Maharashtra', 'India']"
"SinhgadCollegeofEngineering(SCE),pune",https://www.collegedekho.com/colleges/scoe-pune,Private, Boys Hostel   Canteen   Computer Lab   Fest   Girls Hostel   Mess   Library   Medical Facilities   Cls. Room   Placement   Sports   Grounds   Trans.  ,020-24354705,registrar.scoe@sinhgad.edu,http://cms.sinhgad.edu/sinhgad_engineering_institutes/vadgaon_scoe/about.aspx,"S. No. 44/1, rnVadgaon (Budruk), rnOff. Sinhgad Road,rnPune 411 041.rnMaharashtra, INDIA"
"SinhgadAcademyofEngineering(SAE),pune",https://www.collegedekho.com/colleges/sinhgad-academy-of-engineering,Private, Boys Hostel   Canteen   Computer Lab   Counselling   Library   Cls. Room   Sports   Trans.  ,0202690245,cbbangal.sae@sinhgad.edu,http://cms.sinhgad.edu/sinhgad_engineering_institutes/saoe/about_us.aspx,"S. No. 40/4 A, Near octroi Post,rnKondhwa u2013Saswad Road, Pune u2013 411048."
"SinhgadInstituteofTechnologyandScience(SITSNarhe),pune",https://www.collegedekho.com/colleges/sknsits-lonavala,Private, Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Counselling   Hospital   Theatre   Library   Medical Facilities   Cls. Room   Placement   Sports   Grounds   Residential Faculty Zone   Trans.   WiFi  ,02114304391,principal.sknsits@sinhgad.edu,http://cms.sinhgad.edu/sinhgad_engineering_institutes/sknsits_lonavala/about_us.aspx,"49/1, Opp. Mumbai Bengaluru Westerly Bypass, Narhe, Pune - 411041."
"MITCollegeofEngineering,pune",https://www.collegedekho.com/colleges/mit-academy-of-engineering,Private, Auditorium   ATM   Boys Hostel   Canteen   Computer Lab   Counselling   Cultural zone   Mess   Theatre   Library   Medical Facilities   Cls. Room   Placement   Sports   Grounds   Practical Labs   Residential Institute   Residential Faculty Zone   Club   Trans.   WiFi   Workshops   Bed   Cafeteria    Hostel  ,020-30253500,manojbade@mitpune.com,http://www.mitaoe.ac.in/,"['MIT Academy of Engineering\r\nDehu Phata, Alandi (D)\r\nPune - 412 105, Maharashtra (India)']"
"ShriShahuMandirMahavidyalaya(SSMM),pune",https://www.collegedekho.com/colleges/shahu-college-pune,Private, Boys Hostel   Canteen   Mess   Library   Medical Facilities   Cls. Room  ,   ,,http://www.shahucollegepune.org/,"['Lakshmi Nagar, Parvati Ramana, Nearby Parvati Temple, Pune, Maharashtra 411009']"
"TilakAyurvedMahavidyalaya(TAM),pune",https://www.collegedekho.com/colleges/tilak-ayurved-mahavidyalaya,Private, Auditorium   Boys Hostel   Canteen   Computer Lab   Library   Medical Facilities   Cls. Room  ,  26336755,info@tilakayurved.org,http://www.tilakayurved.org,"['583/2, Rasta Peth,\r\nPune 411011, \r\nMaharashtra, India']"
"Dr.D.Y.PatilHomoeopathicMedicalCollege&ResearchCentre(DYPVP),pune",https://www.collegedekho.com/colleges/d-y-patil-homoeopathic-medical-college-pune,Private,College TypePrivateEstablished In2000Courses Offered4 ,020-27120045,info.homoeopathy@dypvp.edu.in,http://homoeopathy.dypvp.edu.in/,"['Sant Tukaram Nagar, Pimpri,\r\nPune - 411 018, Maharashtra, India.']"
"IndianInstituteforAeronauticalEngineering&InformationTechnology(IIAEIT),pune",https://www.collegedekho.com/colleges/iiaeit-pune,Private,College TypePrivateEstablished In2001Courses Offered2 ,91-20-25291473,enquiry@iiaeit.org,http://iiaeit.org/,"['Shastri Campus, S No. 85, NDA Road, Shivane, Pune 411023 (MS)']"
"TatyasahebKoreInstituteofMedicalSciences(TIMS),pune",https://www.collegedekho.com/colleges/tatyasaheb-kore-institute-of-medical-sciences,Private,College TypePrivateEstablished In1999Courses Offered1 , 2477081-83,savitrinath1@gmail.com,http://www.waranahealth.com/tkims.aspx,"['Tal Hatkanangale, Dist Kolhapur, Maharashtra, India.']"
"ASM'sInstituteOfInternationalBusiness&Research,pune",https://www.collegedekho.com/colleges/asms-institute-of-international-business-and-research,Private, Canteen   Computer Lab   Cultural zone   Girls Hostel   Library   Medical Facilities   Cls. Room   Sports   Grounds   Practical Labs   Trans.   WiFi  ,+91-20-27478666 66351700,seattle@asmedu.org,http://www.iibr.edu.in/,"['Institute Of International Business & Research (IIBR)S. No. 29/1+2A', ' Near Empire Estate', ' Pune - Mumbai Highway', ' Pimpri', ' Pune - 411018 ']"
"BharatiyaSanskritiDarshanTrust'sAyurvedMahavidhyalay(BSDTAM),pune",https://www.collegedekho.com/colleges/ayurved-college-wagholi,Private,College TypePrivateEstablished In1998Courses Offered4 ,020-64101722,bsdtam@gmail.com,http://ayurvedcollegewagholi.com/,"['Vishwashanti Dham, Kesnand Road, Tal. Haveli, Dist. : Pune']"
"GovernmentPolytechnicAwasari(GP),pune",https://www.collegedekho.com/colleges/government-polytechnic-awasari,Government,College TypeGovernmentEstablished In1970Courses Offered7 ,02133-225800,gpawasari@gmail.com,http://www.gpawasari.ac.in/indexClg.php,"['Awasari (kh),  Tal- Ambegaon,  Dist –Pune 412405']"
